"","subject","stim1","stim2","freq","type","procedure","trial","rt","source","freq_prioritem1","freq_prioritem","freq_prioritem2","freq_prioritem3","freq_consec_value","freq_consec_lab","resp","rem","fam","new","acc","duration","onset","list"
"5541",51,"chair2.pict","MARKET","High",NA,"study",21,508,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2008,40651,"1"
"5542",51,"butterfly.pict","MOUTH","High",NA,"study",22,456,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1956,42659,"1"
"5543",51,"cheese.pict","FLOOR","High",NA,"study",23,565,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2065,44615,"1"
"5544",51,"pumpkins.pict","STATION","High",NA,"study",24,687,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2187,46680,"1"
"5545",51,"orange.pict","MORPHINE","Low",NA,"study",25,537,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2037,48867,"1"
"5546",51,"stethoscope.pict","HOSPITAL","High",NA,"study",26,485,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1985,50904,"1"
"5547",51,"balloons.pict","MONKEY","Low",NA,"study",27,452,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,1952,52889,"1"
"5548",51,"salad.pict","STAIR","Low",NA,"study",28,531,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2031,54841,"1"
"5549",51,"grapes.pict","WARRIOR","Low",NA,"study",29,456,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1956,56872,"1"
"5550",51,"pencil.pict","LEAFLET","Low",NA,"study",30,540,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2040,58828,"1"
"5551",51,"bacon.pict","POISON","Low",NA,"study",31,501,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2001,60868,"1"
"5552",51,"sheep.pict","HUSBAND","High",NA,"study",32,518,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2018,62869,"1"
"5553",51,"shoes.pict","BOUQUET","Low",NA,"study",33,515,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2015,64887,"1"
"5554",51,"spoon.pict","COLUMN","High",NA,"study",34,504,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2004,66902,"1"
"5555",51,"keyboard.pict","MALARIA","Low",NA,"study",35,54,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,1554,68906,"1"
"5556",51,"scissors.pict","DRESS","High",NA,"study",36,503,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2003,70460,"1"
"5557",51,"binoculars.pict","AUDIENCE","High",NA,"study",37,497,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,1997,72463,"1"
"5558",51,"boots.pict","MACHINE","High",NA,"study",38,462,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1962,74460,"1"
"5559",51,"printer.pict","MORNING","High",NA,"study",39,449,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,1949,76422,"1"
"5560",51,"briefcase.pict","COLLEGE","High",NA,"study",40,522,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2022,78371,"1"
"5561",51,"bride.pict",NA,NA,"new","test",41,1240,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2740,380393,"1"
"5562",51,"cow.pict",NA,"High","old","test",42,1578,"fake","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,3078,383133,"1"
"5563",51,"avocado.pict",NA,NA,"new","test",43,1525,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3025,386211,"1"
"5564",51,"spoon.pict",NA,"High","old","test",44,948,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2448,389236,"1"
"5565",51,"keyboard.pict",NA,"Low","old","test",45,1194,"fake","High","High","Low","High",0.5,"High1","NEW",0,0,1,0,2694,391684,"1"
"5566",51,"tiger.pict",NA,NA,"new","test",46,1211,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2711,394378,"1"
"5567",51,"cat.pict",NA,NA,"new","test",47,933,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2433,397089,"1"
"5568",51,"car.pict",NA,NA,"new","test",48,1124,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2624,399522,"1"
"5569",51,"grapes.pict",NA,"Low","old","test",49,930,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2430,402146,"1"
"5570",51,"orange.pict",NA,"Low","old","test",50,625,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2125,404576,"1"
"5571",51,"table.pict",NA,NA,"new","test",51,934,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2434,406701,"1"
"5572",51,"balloons.pict",NA,"Low","old","test",52,1309,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2809,409135,"1"
"5573",51,"watermelon.pict",NA,NA,"new","test",53,1737,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3237,411944,"1"
"5574",51,"corn.pict",NA,NA,"new","test",54,1124,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2624,415181,"1"
"5575",51,"bike.pict",NA,NA,"new","test",55,881,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2381,417805,"1"
"5576",51,"strawberry2.pict",NA,NA,"new","test",56,2320,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3820,420186,"1"
"5577",51,"accordion.pict",NA,NA,"new","test",57,1968,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3468,424006,"1"
"5578",51,"lemon.pict",NA,"Low","old","test",58,1106,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2606,427474,"1"
"5579",51,"bottle2.pict",NA,"Low","old","test",59,641,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2141,430080,"1"
"5580",51,"piano.pict",NA,NA,"new","test",60,2322,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3822,432221,"1"
"5581",51,"violin.pict",NA,NA,"new","test",61,991,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2491,436043,"1"
"5582",51,"sock.pict",NA,"High","old","test",62,2242,"fake","Low","Low",NA,NA,-0.5,"Low1","FAM",0,1,0,1,3742,438534,"1"
"5583",51,"pumpkins.pict",NA,"High","old","test",63,879,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2379,442276,"1"
"5584",51,"mushroom.pict",NA,"Low","old","test",64,659,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2159,444655,"1"
"5585",51,"butterfly.pict",NA,"High","old","test",65,620,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2120,446814,"1"
"5586",51,"skates.pict",NA,"Low","old","test",66,749,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2249,448934,"1"
"5587",51,"refrigerator.pict",NA,"Low","old","test",67,755,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2255,451183,"1"
"5588",51,"computer.pict",NA,"Low","old","test",68,2197,"fake","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,3697,453438,"1"
"5589",51,"stove.pict",NA,NA,"new","test",69,1831,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3331,457135,"1"
"5590",51,"baby.pict",NA,"Low","old","test",70,970,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2470,460466,"1"
"5591",51,"flag4.pict",NA,"Low","old","test",71,731,"fake",NA,NA,NA,NA,NA,NA,"REM",1,0,0,1,2231,462936,"1"
"5592",51,"cup.pict",NA,NA,"new","test",72,1412,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2912,465167,"1"
"5593",51,"muffin.pict",NA,NA,"new","test",73,2502,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4002,468079,"1"
"5594",51,"pepper.pict",NA,"High","old","test",74,918,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2418,472081,"1"
"5595",51,"salad.pict",NA,"Low","old","test",75,3157,"fake","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,4657,474499,"1"
"5596",51,"cheese.pict",NA,"High","old","test",76,733,"fake","High","High","High","High",2.5,"High3","REM",1,0,0,1,2233,479156,"1"
"5597",51,"raspberry.pict",NA,NA,"new","test",77,2617,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,4117,481389,"1"
"5598",51,"bacon.pict",NA,"Low","old","test",78,738,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2238,485506,"1"
"5599",51,"bowl.pict",NA,NA,"new","test",79,2692,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4192,487744,"1"
"5600",51,"earth.pict",NA,NA,"new","test",80,1513,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3013,491936,"1"
"5601",51,"zebra.pict",NA,NA,"new","test",81,1278,NA,NA,NA,NA,NA,NA,NA,"REM",1,0,0,0,2778,494949,"1"
"5602",51,"knife.pict",NA,"High","old","test",82,667,"fake","High","High","Low",NA,0.5,"High1","REM",1,0,0,1,2167,497727,"1"
"5603",51,"binoculars.pict",NA,"High","old","test",83,640,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2140,499894,"1"
"5604",51,"camera.pict",NA,NA,"new","test",84,1950,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3450,502034,"1"
"5605",51,"pencil.pict",NA,"Low","old","test",85,791,"fake","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2291,505484,"1"
"5606",51,"elephant.pict",NA,"Low","old","test",86,584,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2084,507775,"1"
"5607",51,"iron.pict",NA,NA,"new","test",87,2669,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4169,509859,"1"
"5608",51,"tomato.pict",NA,NA,"new","test",88,1817,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3317,514028,"1"
"5609",51,"dog.pict",NA,NA,"new","test",89,2685,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4185,517345,"1"
"5610",51,"pot2.pict",NA,"High","old","test",90,3180,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,4680,521530,"1"
"5611",51,"egg.pict",NA,NA,"new","test",91,2249,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3749,526210,"1"
"5612",51,"scissors.pict",NA,"High","old","test",92,795,"fake","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,2295,529959,"1"
"5613",51,"duck.pict",NA,NA,"new","test",93,2093,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3593,532254,"1"
"5614",51,"lighthouse.pict",NA,NA,"new","test",94,1982,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3482,535847,"1"
"5615",51,"dice.pict",NA,"High","old","test",95,1237,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2737,539329,"1"
"5616",51,"lion.pict",NA,NA,"new","test",96,2403,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3903,542066,"1"
"5617",51,"chair2.pict",NA,"High","old","test",97,2883,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,4383,545969,"1"
"5618",51,"boots.pict",NA,"High","old","test",98,1256,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2756,550352,"1"
"5619",51,"gloves.pict",NA,"Low","old","test",99,583,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2083,553108,"1"
"5620",51,"squash.pict",NA,NA,"new","test",100,2008,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3508,555191,"1"
"5621",51,"guitar.pict",NA,NA,"new","test",101,3112,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4612,558699,"1"
"5622",51,"printer.pict",NA,"High","old","test",102,3323,"fake","High","High","High","High",2.5,"High3","NEW",0,0,1,0,4823,563311,"1"
"5623",51,"apple.pict",NA,NA,"new","test",103,1912,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3412,568134,"1"
"5624",51,"horse.pict",NA,NA,"new","test",104,2158,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3658,571546,"1"
"5625",51,"owl.pict",NA,NA,"new","test",105,2615,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4115,575204,"1"
"5626",51,"flower.pict",NA,"Low","old","test",106,2274,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,3774,579319,"1"
"5627",51,"briefcase.pict",NA,"High","old","test",107,693,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2193,583093,"1"
"5628",51,"basketball.pict",NA,NA,"new","test",108,1917,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3417,585286,"1"
"5629",51,"stethoscope.pict",NA,"High","old","test",109,1031,"fake","Low","Low","High","High",-0.5,"Low1","NEW",0,0,1,0,2531,588703,"1"
"5630",51,"shoes.pict",NA,"Low","old","test",110,1755,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,3255,591234,"1"
"5631",51,"pineapple.pict",NA,NA,"new","test",111,873,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2373,594489,"1"
"5632",51,"drum2.pict",NA,NA,"new","test",112,614,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2114,596862,"1"
"5633",51,"calculator.pict",NA,NA,"new","test",113,682,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2182,598976,"1"
"5634",51,"basket.pict",NA,NA,"new","test",114,1402,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2902,601158,"1"
"5635",51,"cannon.pict",NA,NA,"new","test",115,3333,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4833,604060,"1"
"5636",51,"sheep.pict",NA,"High","old","test",116,794,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2294,608893,"1"
"5637",51,"stereo.pict",NA,"High","old","test",117,864,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2364,611187,"1"
"5638",51,"umbrella.pict",NA,"Low","old","test",118,1983,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,3483,613551,"1"
"5639",51,"grill.pict",NA,"High","old","test",119,3935,"fake","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,5435,617034,"1"
"5640",51,"pig.pict",NA,NA,"new","test",120,833,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2333,622469,"1"
"5641",52,"bike.pict","NAPKIN","Low",NA,"study",1,566,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066,0,"1"
"5642",52,"pot2.pict","MOISTURE","Low",NA,"study",2,450,"fake","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,1950,2066,"1"
"5643",52,"pencil.pict","GROUND","High",NA,"study",3,548,"fake","Low","Low","Low",NA,-1.5,"Low2",NA,NA,NA,NA,NA,2048,4016,"1"
"5644",52,"pineapple.pict","COLUMN","High",NA,"study",4,552,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2052,6064,"1"
"5645",52,"avocado.pict","VAULT","Low",NA,"study",5,584,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2084,8116,"1"
"5646",52,"gloves.pict","FRAME","High",NA,"study",6,776,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2276,10200,"1"
"5647",52,"keyboard.pict","OFFICE","High",NA,"study",7,507,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2007,12476,"1"
"5648",52,"stove.pict","FLOOR","High",NA,"study",8,656,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2156,14483,"1"
"5649",52,"raspberry.pict","MORPHINE","Low",NA,"study",9,593,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2093,16639,"1"
"5650",52,"basket.pict","PAPER","High",NA,"study",10,572,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2072,18732,"1"
"5651",52,"dice.pict","PENDULUM","Low",NA,"study",11,795,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2295,20804,"1"
"5652",52,"guitar.pict","STAIR","Low",NA,"study",12,604,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2104,23099,"1"
"5653",52,"bottle2.pict","SATIN","Low",NA,"study",13,636,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2136,25203,"1"
"5654",52,"drum2.pict","DRESS","High",NA,"study",14,509,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2009,27339,"1"
"5655",52,"spoon.pict","SPIKE","Low",NA,"study",15,702,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2202,29348,"1"
"5656",52,"grapes.pict","SINGER","Low",NA,"study",16,730,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2230,31550,"1"
"5657",52,"cannon.pict","COLLEGE","High",NA,"study",17,714,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2214,33780,"1"
"5658",52,"strawberry2.pict","BANKER","Low",NA,"study",18,459,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,1959,35994,"1"
"5659",52,"stethoscope.pict","LEAFLET","Low",NA,"study",19,507,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2007,37953,"1"
"5660",52,"skates.pict","WHEEL","High",NA,"study",20,484,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1984,39960,"1"
"5661",52,"apple.pict","BOULDER","Low",NA,"study",21,758,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2258,41944,"1"
"5662",52,"pumpkins.pict","BLOCK","High",NA,"study",22,574,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2074,44202,"1"
"5663",52,"flower.pict","HOTEL","High",NA,"study",23,745,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2245,46276,"1"
"5664",52,"tomato.pict","STEEPLE","Low",NA,"study",24,812,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2312,48521,"1"
"5665",52,"mushroom.pict","BAYONET","Low",NA,"study",25,841,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2341,50833,"1"
"5666",52,"bride.pict","WARRIOR","Low",NA,"study",26,614,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2114,53174,"1"
"5667",52,"violin.pict","ALLEY","Low",NA,"study",27,563,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2063,55288,"1"
"5668",52,"lemon.pict","POISON","Low",NA,"study",28,649,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2149,57351,"1"
"5669",52,"sock.pict","MOUTH","High",NA,"study",29,739,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2239,59500,"1"
"5670",52,"boots.pict","SCHOOL","High",NA,"study",30,1055,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2555,61739,"1"
"5671",52,"balloons.pict","CHIEF","High",NA,"study",31,1664,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,3164,64294,"1"
"5672",52,"car.pict","RECORD","High",NA,"study",32,644,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2144,67458,"1"
"5673",52,"bowl.pict","VALLEY","High",NA,"study",33,850,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2350,69602,"1"
"5674",52,"table.pict","SPRING","High",NA,"study",34,605,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2105,71952,"1"
"5675",52,"dog.pict","CORNER","High",NA,"study",35,620,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2120,74057,"1"
"5676",52,"umbrella.pict","HOSPITAL","High",NA,"study",36,608,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2108,76177,"1"
"5677",52,"lion.pict","BOUQUET","Low",NA,"study",37,1145,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2645,78285,"1"
"5678",52,"pig.pict","CRUMB","Low",NA,"study",38,733,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2233,80930,"1"
"5679",52,"piano.pict","HARNESS","Low",NA,"study",39,1728,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,3228,83163,"1"
"5680",52,"squash.pict","STAFF","High",NA,"study",40,805,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2305,86391,"1"
"5681",52,"balloons.pict",NA,"High","old","test",41,1877,"fake","High","High","High","Low",1.5,"High2","NEW",0,0,1,0,3377,388696,"1"
"5682",52,"skates.pict",NA,"High","old","test",42,1166,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2666,392073,"1"
"5683",52,"bike.pict",NA,"Low","old","test",43,1127,"fake",NA,NA,NA,NA,NA,NA,"FAM",0,1,0,1,2627,394739,"1"
"5684",52,"cheese.pict",NA,NA,"new","test",44,1221,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2721,397366,"1"
"5685",52,"pumpkins.pict",NA,"High","old","test",45,1617,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,3117,400087,"1"
"5686",52,"computer.pict",NA,NA,"new","test",46,1001,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2501,403204,"1"
"5687",52,"butterfly.pict",NA,NA,"new","test",47,1219,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2719,405705,"1"
"5688",52,"raspberry.pict",NA,"Low","old","test",48,1384,"fake","High","High","High","High",2.5,"High3","NEW",0,0,1,0,2884,408424,"1"
"5689",52,"duck.pict",NA,NA,"new","test",49,1396,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2896,411308,"1"
"5690",52,"briefcase.pict",NA,NA,"new","test",50,1739,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3239,414204,"1"
"5691",52,"lion.pict",NA,"Low","old","test",51,1310,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2810,417443,"1"
"5692",52,"egg.pict",NA,NA,"new","test",52,1348,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2848,420253,"1"
"5693",52,"gloves.pict",NA,"High","old","test",53,1431,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2931,423101,"1"
"5694",52,"cup.pict",NA,NA,"new","test",54,1497,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2997,426032,"1"
"5695",52,"lighthouse.pict",NA,NA,"new","test",55,1217,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2717,429029,"1"
"5696",52,"basket.pict",NA,"High","old","test",56,1747,"fake","Low","Low","High","High",-0.5,"Low1","NEW",0,0,1,0,3247,431746,"1"
"5697",52,"bacon.pict",NA,NA,"new","test",57,1436,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2936,434993,"1"
"5698",52,"mushroom.pict",NA,"Low","old","test",58,1283,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2783,437929,"1"
"5699",52,"watermelon.pict",NA,NA,"new","test",59,1473,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2973,440712,"1"
"5700",52,"boots.pict",NA,"High","old","test",60,1312,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2812,443685,"1"
"5701",52,"flower.pict",NA,"High","old","test",61,1514,"fake","High","High","Low","High",0.5,"High1","NEW",0,0,1,0,3014,446497,"1"
"5702",52,"car.pict",NA,"High","old","test",62,1450,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,2950,449511,"1"
"5703",52,"cat.pict",NA,NA,"new","test",63,1277,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2777,452461,"1"
"5704",52,"corn.pict",NA,NA,"new","test",64,1476,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2976,455238,"1"
"5705",52,"pineapple.pict",NA,"High","old","test",65,1788,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,3288,458214,"1"
"5706",52,"bowl.pict",NA,"High","old","test",66,1488,"fake","High","High","High","High",3.5,"High4","FAM",0,1,0,1,2988,461502,"1"
"5707",52,"spoon.pict",NA,"Low","old","test",67,1370,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2870,464490,"1"
"5708",52,"accordion.pict",NA,NA,"new","test",68,1626,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3126,467360,"1"
"5709",52,"tiger.pict",NA,NA,"new","test",69,1343,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2843,470486,"1"
"5710",52,"basketball.pict",NA,NA,"new","test",70,1729,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3229,473329,"1"
"5711",52,"cow.pict",NA,NA,"new","test",71,807,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2307,476558,"1"
"5712",52,"stereo.pict",NA,NA,"new","test",72,3632,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,5132,478865,"1"
"5713",52,"grill.pict",NA,NA,"new","test",73,2146,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3646,483997,"1"
"5714",52,"lemon.pict",NA,"Low","old","test",74,1553,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,3053,487643,"1"
"5715",52,"owl.pict",NA,NA,"new","test",75,1801,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3301,490696,"1"
"5716",52,"bride.pict",NA,"Low","old","test",76,4353,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,5853,493997,"1"
"5717",52,"scissors.pict",NA,NA,"new","test",77,2488,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3988,499850,"1"
"5718",52,"elephant.pict",NA,NA,"new","test",78,1481,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2981,503838,"1"
"5719",52,"strawberry2.pict",NA,"Low","old","test",79,1049,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2549,506819,"1"
"5720",52,"squash.pict",NA,"High","old","test",80,1754,"fake","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,3254,509368,"1"
"5721",52,"flag4.pict",NA,NA,"new","test",81,1752,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3252,512622,"1"
"5722",52,"printer.pict",NA,NA,"new","test",82,3332,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4832,515874,"1"
"5723",52,"pepper.pict",NA,NA,"new","test",83,2109,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3609,520706,"1"
